xlat,xlong,qrain_avg_150.0,rainc_avg,rho_avg_150.0,wsp_avg_150.0
52.948277,5.479004,0.0000052187,0E-8,1.2229010596,9.0168910937
56.286415,4.805817,0.0000055358,0E-8,1.2261094708,10.6874764608
56.874996,6.565125,0.0000059824,0E-8,1.2267978453,10.8768964024
52.720047,4.706635,0.0000052622,0E-8,1.2220965669,9.1619368767
53.560230,4.509735,0.0000050429,0E-8,1.2233124091,10.1635020436
52.773251,6.473572,0.0000047588,0E-8,1.2220677505,8.5059401762
53.385757,6.170593,0.0000053150,0E-8,1.2240951802,8.9264467591
54.339401,6.022888,0.0000052428,0E-8,1.2242179948,10.2996669719
56.506084,4.102783,0.0000056188,0E-8,1.2262878533,10.7190263185
57.127171,5.805664,0.0000060280,0E-8,1.2270982640,10.9752288696
53.405319,4.639313,0.0000051635,0E-8,1.2232548903,10.0909232524
53.839676,6.358978,0.0000051088,0E-8,1.2243109558,10.0917220184
55.654545,4.472076,0.0000054412,0E-8,1.2255201092,10.5917523170
54.181644,5.019440,0.0000050372,0E-8,1.2239535184,10.3013028669
55.182335,6.277466,0.0000053294,0E-8,1.2249618223,10.4642508219
56.459946,6.501831,0.0000056500,0E-8,1.2263036537,10.7505568652
54.797024,5.496857,0.0000054342,0E-8,1.2245536576,10.4040833724
54.828365,4.484924,0.0000052282,0E-8,1.2246215611,10.4375364432
55.746998,4.252838,0.0000054056,0E-8,1.2255928994,10.6090988197
56.410851,5.371002,0.0000059412,0E-8,1.2262386434,10.7284326845
54.352707,4.743134,0.0000052005,0E-8,1.2241067047,10.3486488175
53.793011,5.341736,0.0000050640,0E-8,1.2237662921,10.1703541202
55.600521,4.485718,0.0000054557,0E-8,1.2254706644,10.5836188768
56.595238,6.473663,0.0000057657,0E-8,1.2264522065,10.7892236516
57.223263,6.441345,0.0000061778,0E-8,1.2272525104,11.0244336197
53.769917,5.766754,0.0000051202,0E-8,1.2239503175,10.1074476307
53.610096,4.777191,0.0000051074,0E-8,1.2234507766,10.1508249125
55.059532,6.926483,0.0000053346,0E-8,1.2250425361,10.4165744748
54.283409,4.570465,0.0000051399,0E-8,1.2240418904,10.3439937612
57.321064,5.050171,0.0000063242,0E-8,1.2272346003,10.9583235271
54.437737,5.481445,0.0000052799,0E-8,1.2242034244,10.3447662919
54.534603,4.271484,0.0000051189,0E-8,1.2243172477,10.4018637176
55.219402,6.847809,0.0000054130,0E-8,1.2251607615,10.4500237372
56.228779,5.907776,0.0000056209,0E-8,1.2260050627,10.6966180295
57.049522,5.873810,0.0000059866,0E-8,1.2270072469,10.9489269119
52.661583,4.035950,0.0000048818,0E-8,1.2221320961,9.9288714761
54.636623,6.341003,0.0000052568,0E-8,1.2244695649,10.3586053600
56.706676,6.949371,0.0000057102,0E-8,1.2266526482,10.7803979230
53.211876,6.849182,0.0000050112,0E-8,1.2246682179,8.4530092418
53.919357,4.845215,0.0000050751,0E-8,1.2237058529,10.2402424289
57.112476,6.868225,0.0000060269,0E-8,1.2271015097,10.9442983021
53.710121,6.477539,0.0000050030,0E-8,1.2244094904,9.9625865013
55.312088,5.767456,0.0000053397,0E-8,1.2251073760,10.5000393171
56.236538,4.174316,0.0000054876,0E-8,1.2260417814,10.6677540416
54.663914,5.192932,0.0000050354,0E-8,1.2244083511,10.3870758494
56.966995,5.087219,0.0000060413,0E-8,1.2268625977,10.8708186664
55.257248,6.165497,0.0000053880,0E-8,1.2250358366,10.4776623616
57.099178,4.650238,0.0000061899,0E-8,1.2269428616,10.8751480855
55.064392,5.388824,0.0000052257,0E-8,1.2248533556,10.4653089340
52.870640,4.855042,0.0000053772,0E-8,1.2225150684,9.1282812073
56.452194,4.117157,0.0000056023,0E-8,1.2262365453,10.7112671950
53.849113,6.497131,0.0000050467,0E-8,1.2243805973,10.0878272860
55.568203,6.294281,0.0000054654,0E-8,1.2253508202,10.5422627247
56.186630,4.583282,0.0000055451,0E-8,1.2260050249,10.6586630655
54.499912,4.517853,0.0000050823,0E-8,1.2242700127,10.3868206580
55.993465,6.499420,0.0000054845,0E-8,1.2258054649,10.6184212836
56.732967,4.894012,0.0000059219,0E-8,1.2265911114,10.7922408955
54.658409,6.669403,0.0000054153,0E-8,1.2245888921,10.3513950106
55.511776,6.694061,0.0000053476,0E-8,1.2253845230,10.5145639106
56.163494,4.292480,0.0000054110,0E-8,1.2259778156,10.6649740135
55.256992,4.329559,0.0000054354,0E-8,1.2251046148,10.5250352669
57.331711,6.874359,0.0000060891,0E-8,1.2274237910,11.0480203205
53.656265,4.020264,0.0000049366,0E-8,1.2233742421,10.2328884497
54.289982,6.504730,0.0000053324,0E-8,1.2243495301,10.2692569641
56.784920,6.883881,0.0000059026,0E-8,1.2267237254,10.8133676548
52.650440,4.221161,0.0000049496,0E-8,1.2222281379,9.8654050432
55.421238,6.566772,0.0000053207,0E-8,1.2252604367,10.5077178844
56.903889,5.354065,0.0000059859,0E-8,1.2268181570,10.8667553499
55.275517,4.905548,0.0000054617,0E-8,1.2251160548,10.5180950493
56.363922,6.719727,0.0000057714,0E-8,1.2262393387,10.7026868490
53.516941,4.008575,0.0000051397,0E-8,1.2231977338,10.1991984562
56.820065,5.725037,0.0000058434,0E-8,1.2267180696,10.8563395640
55.497883,6.066315,0.0000052294,0E-8,1.2252783371,10.5336167106
54.993622,5.932648,0.0000053553,0E-8,1.2247565753,10.4336137962
54.461273,4.384796,0.0000051120,0E-8,1.2242336776,10.3829688168
56.239822,4.916351,0.0000055429,0E-8,1.2260682167,10.6764529100
56.990334,5.031097,0.0000060983,0E-8,1.2268812371,10.8717634728
55.550922,6.880432,0.0000052727,0E-8,1.2255047771,10.5135030479
56.192314,6.606323,0.0000055456,0E-8,1.2260311048,10.6638786282
54.208504,6.520691,0.0000051829,0E-8,1.2243416832,10.2442807916
54.358829,6.302277,0.0000053320,0E-8,1.2243011220,10.2944932122
55.599178,6.773895,0.0000053223,0E-8,1.2255026669,10.5309265847
57.447567,5.680817,0.0000062648,0E-8,1.2275048858,11.0713387283
54.058533,4.859680,0.0000051502,0E-8,1.2238279180,10.2800388887
55.210709,4.437927,0.0000054009,0E-8,1.2250536115,10.5157097878
57.178505,6.602417,0.0000061319,0E-8,1.2271938140,10.9975373688
54.448124,5.621307,0.0000052995,0E-8,1.2242242306,10.3398688837
56.522858,5.792572,0.0000058411,0E-8,1.2263516564,10.7694745593
57.241383,4.714935,0.0000062156,0E-8,1.2270979325,10.9094906639
57.274372,5.163300,0.0000063263,0E-8,1.2272071191,10.9562179067
54.345898,5.359863,0.0000050276,0E-8,1.2241157332,10.3282683943
55.965134,5.671112,0.0000056833,0E-8,1.2257540501,10.6327408685
53.847942,5.703522,0.0000051242,0E-8,1.2239331608,10.1580940136
55.348186,6.291443,0.0000053831,0E-8,1.2251418170,10.4989566194
52.746326,6.888275,0.0000047476,0E-8,1.2219088938,8.3858997652
53.395401,6.307312,0.0000052873,0E-8,1.2241516177,9.0349619167
55.659775,5.251770,0.0000055292,0E-8,1.2255131475,10.5873768041
53.493893,4.060852,0.0000051182,0E-8,1.2231700602,10.1895615911
54.997055,5.596069,0.0000052853,0E-8,1.2247741739,10.4452130596
56.278934,4.708557,0.0000056066,0E-8,1.2261006630,10.6848214792
52.557255,4.106964,0.0000049564,0E-8,1.2220709445,9.8694442428
53.475117,4.483582,0.0000050228,0E-8,1.2232295272,10.1374291881
53.768513,4.038849,0.0000050664,0E-8,1.2235094533,10.2568006840
53.277775,4.438110,0.0000050417,0E-8,1.2230294680,10.0699514857
56.864109,4.810974,0.0000060927,0E-8,1.2267295708,10.8256844763
57.328175,6.368195,0.0000062696,0E-8,1.2274080879,11.0753269955
52.789280,4.873505,0.0000053878,0E-8,1.2225164104,8.9421976025
53.342186,5.948486,0.0000053490,0E-8,1.2237180054,9.0031018152
56.651196,5.663696,0.0000057946,0E-8,1.2265116034,10.7985258112
54.522682,5.889740,0.0000053289,0E-8,1.2243093882,10.3440643150
54.155872,4.365387,0.0000050105,0E-8,1.2239125919,10.3234227134
56.298344,4.257263,0.0000054871,0E-8,1.2261019077,10.6799059298
53.782326,5.204041,0.0000050856,0E-8,1.2237134622,10.1748479882
54.380733,6.628571,0.0000052998,0E-8,1.2244309872,10.2936438431
55.620239,6.672516,0.0000052991,0E-8,1.2254857429,10.5431775417
55.108658,6.004181,0.0000054217,0E-8,1.2248814462,10.4521837973
54.436398,5.102570,0.0000052071,0E-8,1.2241879406,10.3531107736
56.425247,4.124329,0.0000055665,0E-8,1.2262109065,10.7084779480
53.933838,6.948029,0.0000051918,0E-8,1.2245977402,10.0905464419
55.524525,5.283264,0.0000054320,0E-8,1.2253776506,10.5587392666
55.612022,4.287598,0.0000053724,0E-8,1.2254723420,10.5892912297
52.712563,6.394104,0.0000047344,0E-8,1.2224464887,8.4822881008
53.444176,4.444580,0.0000050686,0E-8,1.2231911789,10.1335294002
53.498127,5.452850,0.0000050427,0E-8,1.2237766907,9.8290682213
54.549801,6.690460,0.0000052484,0E-8,1.2245307945,10.3284449091
55.067219,4.040039,0.0000051309,0E-8,1.2249142905,10.4988483936
56.215351,5.713196,0.0000057269,0E-8,1.2260083766,10.6882333632
53.139236,6.587067,0.0000050446,0E-8,1.2238113113,8.5337365651
54.754936,6.888763,0.0000052844,0E-8,1.2247576983,10.3556676926
54.434223,4.391479,0.0000051378,0E-8,1.2242037288,10.3772131547
54.366779,5.638977,0.0000053554,0E-8,1.2241685308,10.3239551436
52.571438,5.967377,0.0000048819,0E-8,1.2228502972,8.3541425198
54.650448,4.671753,0.0000052097,0E-8,1.2244170912,10.4055761373
57.274685,6.835327,0.0000061361,0E-8,1.2273360107,11.0265928616
55.614704,5.018616,0.0000054014,0E-8,1.2254773992,10.5819580903
53.585617,6.269684,0.0000052674,0E-8,1.2242677008,9.8216040168
57.454777,6.645935,0.0000063441,0E-8,1.2276526719,11.1299524269
56.025471,5.362396,0.0000056983,0E-8,1.2258505047,10.6463665497
55.472370,6.508026,0.0000052922,0E-8,1.2252913055,10.5215704105
55.758369,4.739502,0.0000054994,0E-8,1.2256148698,10.6010291342
56.065296,5.156067,0.0000055773,0E-8,1.2259008383,10.6503673820
56.288605,5.201599,0.0000056037,0E-8,1.2261190694,10.6949679671
56.140621,5.434143,0.0000055417,0E-8,1.2259601870,10.6651226090
56.699066,4.451813,0.0000057707,0E-8,1.2265148815,10.7651575960
57.417850,4.873169,0.0000063864,0E-8,1.2272958659,10.9594551340
55.842304,6.285828,0.0000055729,0E-8,1.2256163453,10.5993402010
56.055588,4.320496,0.0000053469,0E-8,1.2258744413,10.6487556900
53.656761,4.673096,0.0000050510,0E-8,1.2234411789,10.1765867629
54.854881,4.813751,0.0000051916,0E-8,1.2246378919,10.4310987872
52.903461,5.259705,0.0000051762,0E-8,1.2228899923,9.3335025421
53.644249,5.560638,0.0000050759,0E-8,1.2238300526,10.0453372375
54.803261,6.784210,0.0000052411,0E-8,1.2247433605,10.3732010414
53.682945,6.482819,0.0000051057,0E-8,1.2244169798,9.9298189295
55.926731,6.317108,0.0000056225,0E-8,1.2257062756,10.6079889235
56.856197,6.268372,0.0000059842,0E-8,1.2267621991,10.8798137787
52.927017,5.208771,0.0000050930,0E-8,1.2229066104,9.3618425055
54.491730,4.091980,0.0000051917,0E-8,1.2242930825,10.4002294413
56.727772,5.195740,0.0000060001,0E-8,1.2266012842,10.8051528655
57.292068,5.412689,0.0000062626,0E-8,1.2272629881,10.9962867774
53.368324,5.203430,0.0000051283,0E-8,1.2231863464,9.6534344853
55.273682,6.837341,0.0000053756,0E-8,1.2252123083,10.4623429719
57.160690,5.494659,0.0000061228,0E-8,1.2271249543,10.9601153118
55.067898,5.436096,0.0000051810,0E-8,1.2248555440,10.4661943099
52.924706,5.895905,0.0000051566,0E-8,1.2236030849,8.5044214226
52.731922,4.521271,0.0000050342,0E-8,1.2224879204,9.7418665546
55.849060,5.207336,0.0000055280,0E-8,1.2256918106,10.6112290270
56.673695,6.856201,0.0000056030,0E-8,1.2265969158,10.7822082434
52.930603,5.253784,0.0000050973,0E-8,1.2229262168,9.3818271056
56.126499,5.240143,0.0000056549,0E-8,1.2259573197,10.6561295043
55.835644,4.671387,0.0000054286,0E-8,1.2256844433,10.6151167858
55.449841,4.669281,0.0000055026,0E-8,1.2253171910,10.5606127344
52.625439,6.728577,0.0000046278,0E-8,1.2223092918,8.5015902886
53.242062,6.889648,0.0000049772,0E-8,1.2247580867,8.5410752541
53.253868,5.505524,0.0000050603,0E-8,1.2234342003,9.3944006291
53.442467,5.094238,0.0000049928,0E-8,1.2235558214,9.9910153471
54.095547,5.697479,0.0000051711,0E-8,1.2240173843,10.2481112001
54.254021,6.794342,0.0000051996,0E-8,1.2244801850,10.2465620098
56.767284,4.985718,0.0000060336,0E-8,1.2266369237,10.8046673022
53.420334,5.886169,0.0000053454,0E-8,1.2239504539,9.3973980405
54.573360,4.404663,0.0000051739,0E-8,1.2243508076,10.4041497387
52.547016,5.291473,0.0000051801,0E-8,1.2224429662,8.9709513702
55.752701,6.597290,0.0000053733,0E-8,1.2255874401,10.5642643638
53.619606,5.240356,0.0000050862,0E-8,1.2236736746,10.0952302292
54.450756,5.288940,0.0000051245,0E-8,1.2241997194,10.3497870851
54.646702,4.291077,0.0000052360,0E-8,1.2244384314,10.4163647832
56.694656,4.052124,0.0000057584,0E-8,1.2264582312,10.7427919851
54.398838,6.908478,0.0000053101,0E-8,1.2245619263,10.2797094555
55.696808,4.656921,0.0000053968,0E-8,1.2255581609,10.5961669671
55.727554,6.212250,0.0000053780,0E-8,1.2255020244,10.5765443678
56.652534,6.960083,0.0000056696,0E-8,1.2266017873,10.7632556865
52.933151,4.611542,0.0000050688,0E-8,1.2227309053,9.7983144563
52.981300,6.296478,0.0000050694,0E-8,1.2230316187,8.5814778738
53.502205,4.477112,0.0000050362,0E-8,1.2232493301,10.1484160637
55.832676,5.358124,0.0000054878,0E-8,1.2256633503,10.6044518907
54.938309,5.177582,0.0000052122,0E-8,1.2247189791,10.4468986358
55.189972,5.986877,0.0000054255,0E-8,1.2249666048,10.4706665402
56.177353,6.806458,0.0000055657,0E-8,1.2260844117,10.6427591115
57.174408,5.693726,0.0000060744,0E-8,1.2271520894,10.9822451066
53.586506,5.526581,0.0000050944,0E-8,1.2238034911,9.9872270926
54.878201,4.760254,0.0000051167,0E-8,1.2246676645,10.4368122246
55.838249,5.062897,0.0000056406,0E-8,1.2256886952,10.6126597344
53.561630,6.320831,0.0000052771,0E-8,1.2243048644,9.7480276720
54.074493,6.171509,0.0000050975,0E-8,1.2241732401,10.2186105165
55.106186,4.174683,0.0000054088,0E-8,1.2249495718,10.4996424998
55.222099,6.461975,0.0000055491,0E-8,1.2250305630,10.4641244016
56.684998,5.755859,0.0000057557,0E-8,1.2265497599,10.8118565313
53.579529,5.435150,0.0000050459,0E-8,1.2237588751,10.0087877501
55.380249,4.152588,0.0000053526,0E-8,1.2252399546,10.5542419143
52.839668,5.502136,0.0000050096,0E-8,1.2226924687,9.1784185508
56.792416,5.330505,0.0000059175,0E-8,1.2266812656,10.8294981048
52.870369,5.906982,0.0000051462,0E-8,1.2235198726,8.5157408720
52.697807,6.987946,0.0000047034,0E-8,1.2215009876,8.4987861530
56.104904,6.525696,0.0000055870,0E-8,1.2259304143,10.6491129316
55.070683,6.252411,0.0000054409,0E-8,1.2248520487,10.4451464139
52.737038,5.250305,0.0000051449,0E-8,1.2228862786,8.7382121315
53.612419,5.148926,0.0000050380,0E-8,1.2236259556,10.1065944236
54.400223,6.104797,0.0000051629,0E-8,1.2242727889,10.3106535027
56.080124,5.743591,0.0000056802,0E-8,1.2258636010,10.6541745102
56.533016,4.794037,0.0000057311,0E-8,1.2263648986,10.7378006329
53.227169,4.173035,0.0000049490,0E-8,1.2228543429,10.0902672834
54.305660,5.935516,0.0000052789,0E-8,1.2241802785,10.2944924974
55.948223,5.822144,0.0000056640,0E-8,1.2257228484,10.6273195289
57.489948,5.109955,0.0000066264,0E-8,1.2274275729,10.9997347591
52.522175,6.430450,0.0000049224,0E-8,1.2218005738,8.3399572822
54.658283,5.860901,0.0000054007,0E-8,1.2244184656,10.3790188127
55.369221,5.416016,0.0000053443,0E-8,1.2252044052,10.5250307008
55.134972,5.228271,0.0000054557,0E-8,1.2249433484,10.4838412780
56.016392,4.872437,0.0000056011,0E-8,1.2258601984,10.6372353202
56.871498,4.909637,0.0000060833,0E-8,1.2267434027,10.8326150722
54.588737,4.591370,0.0000051285,0E-8,1.2243519986,10.3950415234
55.346012,6.678436,0.0000052987,0E-8,1.2252175049,10.4860669765
52.695461,5.077057,0.0000053028,0E-8,1.2226859130,8.6239241172
55.812641,5.460663,0.0000054534,0E-8,1.2256287710,10.5985286897
57.108925,6.364838,0.0000060501,0E-8,1.2270914403,10.9763664949
55.347881,5.130371,0.0000054286,0E-8,1.2251961675,10.5348702703
56.099056,6.871124,0.0000055010,0E-8,1.2260344244,10.6161049723
56.495831,5.798645,0.0000058113,0E-8,1.2263199513,10.7618533041
54.356457,4.789581,0.0000052320,0E-8,1.2241099380,10.3475921095
55.401981,5.117676,0.0000054068,0E-8,1.2252576159,10.5453190269
54.402618,4.019653,0.0000049766,0E-8,1.2242035755,10.3891827015
55.441463,4.914185,0.0000053324,0E-8,1.2253060616,10.5508553112
55.939407,6.951385,0.0000054572,0E-8,1.2259189909,10.5713449131
56.101696,4.209747,0.0000054054,0E-8,1.2259118420,10.6573277237
55.368271,4.010010,0.0000052141,0E-8,1.2252225928,10.5576189906
56.332912,4.695007,0.0000057113,0E-8,1.2261579065,10.6916121092
53.009380,6.703125,0.0000050584,0E-8,1.2224659941,8.5910709560
54.057774,6.737610,0.0000052190,0E-8,1.2244519034,10.1782223142
54.627026,6.200348,0.0000053373,0E-8,1.2244372675,10.3621466941
57.484829,6.690491,0.0000064172,0E-8,1.2277151325,11.1375835802
52.805023,4.092316,0.0000048835,0E-8,1.2223094803,9.9613305803
55.555325,6.102661,0.0000053242,0E-8,1.2253354810,10.5426348398
53.916134,4.470886,0.0000050643,0E-8,1.2236619403,10.2568935852
56.329796,5.390015,0.0000059582,0E-8,1.2261531451,10.7062310385
56.586872,5.528870,0.0000057765,0E-8,1.2264356002,10.7754972330
56.695038,5.903442,0.0000058137,0E-8,1.2265579967,10.8255891315
54.913342,4.511871,0.0000051992,0E-8,1.2247195143,10.4493602852
56.107178,5.737549,0.0000057270,0E-8,1.2258905110,10.6600401989
53.467381,4.392578,0.0000051324,0E-8,1.2231972506,10.1485716597
55.075565,4.471680,0.0000053481,0E-8,1.2249006053,10.4842138452
55.774055,4.588745,0.0000054106,0E-8,1.2256266232,10.6083103363
52.982380,5.929932,0.0000051896,0E-8,1.2236397139,8.5881774521
54.115143,6.773651,0.0000052188,0E-8,1.2244613481,10.2030455103
54.066788,6.876526,0.0000051057,0E-8,1.2245246666,10.1744562906
54.325287,6.214661,0.0000051910,0E-8,1.2242602194,10.2893507550
54.827641,5.920166,0.0000053364,0E-8,1.2245900626,10.4085716185
53.390129,6.631653,0.0000052110,0E-8,1.2243571872,8.9332682562
53.538239,5.258423,0.0000050554,0E-8,1.2236659764,10.0238250634
53.746609,6.610107,0.0000051262,0E-8,1.2244839572,9.9817371968
55.417023,5.695953,0.0000052376,0E-8,1.2252237504,10.5289858035
55.802803,5.707520,0.0000055423,0E-8,1.2255894239,10.5990451156
57.112068,6.414581,0.0000060964,0E-8,1.2270981884,10.9767329108
54.604107,6.679962,0.0000053116,0E-8,1.2245611167,10.3405072871
57.103264,5.457733,0.0000061620,0E-8,1.2270528191,10.9407681559
53.909000,5.784088,0.0000051183,0E-8,1.2239830757,10.1825786275
54.105247,4.754608,0.0000050760,0E-8,1.2238599267,10.2964047902
56.201641,5.518738,0.0000056904,0E-8,1.2260131889,10.6827853877
54.577232,4.451324,0.0000051142,0E-8,1.2243517207,10.4017264047
56.383144,4.284729,0.0000055937,0E-8,1.2261808245,10.6995667623
52.646290,5.861420,0.0000050602,0E-8,1.2230140949,8.5277660125
53.763111,5.674896,0.0000050801,0E-8,1.2239031465,10.1144984030
54.024288,5.853455,0.0000050989,0E-8,1.2240308194,10.2209302231
53.776852,6.650909,0.0000052034,0E-8,1.2244985084,10.0053324042
52.655678,6.768402,0.0000046025,0E-8,1.2223469424,8.5076418238
54.610172,6.773712,0.0000052319,0E-8,1.2246037877,10.3373510910
56.941353,5.496033,0.0000060364,0E-8,1.2268665452,10.8875787871
53.954651,6.429749,0.0000050788,0E-8,1.2243096868,10.1418293036
57.069294,5.364899,0.0000061408,0E-8,1.2270059155,10.9214623502
55.426579,4.723572,0.0000054641,0E-8,1.2252903176,10.5544509454
54.979649,6.127380,0.0000053220,0E-8,1.2247493727,10.4272436760
55.695423,6.560120,0.0000053225,0E-8,1.2255238478,10.5606357282
56.978672,5.638245,0.0000061114,0E-8,1.2269149815,10.9100707555
53.160446,6.904541,0.0000051163,0E-8,1.2246245330,8.5303767972
56.514065,6.490601,0.0000057368,0E-8,1.2263625509,10.7671600082
52.814873,5.187622,0.0000052839,0E-8,1.2227722578,9.1080675912
55.168106,4.255432,0.0000055216,0E-8,1.2250134536,10.5079614367
53.659389,5.045227,0.0000049704,0E-8,1.2235906075,10.1457867544
57.491299,5.925385,0.0000063566,0E-8,1.2276257830,11.1183820979
53.281010,5.499695,0.0000050770,0E-8,1.2235625762,9.5383116406
53.683197,6.901093,0.0000051329,0E-8,1.2246648789,9.8124786506
56.182125,4.881073,0.0000056061,0E-8,1.2260120762,10.6637737008
54.507206,6.461823,0.0000052428,0E-8,1.2244203533,10.3232313977
53.555889,5.486725,0.0000050649,0E-8,1.2237807337,9.9533825204
52.855812,4.354797,0.0000049973,0E-8,1.2224975782,9.9131468234
54.481628,6.087982,0.0000052799,0E-8,1.2243167041,10.3274210576
56.630959,5.768127,0.0000059468,0E-8,1.2264826432,10.7948889056
56.772919,6.686340,0.0000059117,0E-8,1.2266835106,10.8258069957
55.906384,6.859894,0.0000055612,0E-8,1.2258476595,10.5746341188
52.649639,5.906189,0.0000049982,0E-8,1.2230012722,8.4971828823
53.942841,4.135803,0.0000049316,0E-8,1.2236971190,10.2856283618
54.705776,5.755432,0.0000052817,0E-8,1.2244587665,10.3883808569
55.300816,6.832092,0.0000053329,0E-8,1.2252371814,10.4682881928
56.398094,4.827667,0.0000057344,0E-8,1.2262272421,10.7130484581
56.616230,5.172699,0.0000058217,0E-8,1.2264670986,10.7752852497
55.954590,6.752441,0.0000054909,0E-8,1.2258498396,10.5893041388
52.866821,5.496368,0.0000051117,0E-8,1.2225331995,9.0943378462
55.054676,5.631348,0.0000052411,0E-8,1.2248331845,10.4606602343
57.304905,5.206543,0.0000063949,0E-8,1.2272459435,10.9737950244
54.183243,5.396057,0.0000051278,0E-8,1.2239979823,10.2847336085
53.043350,6.009247,0.0000051258,0E-8,1.2238812075,8.5809096599
53.256214,5.182098,0.0000049298,0E-8,1.2233194050,9.7812807728
53.575924,6.132416,0.0000052321,0E-8,1.2241757415,9.8455134481
55.334145,4.600800,0.0000054645,0E-8,1.2251889293,10.5317387168
54.681549,4.377838,0.0000051796,0E-8,1.2244728242,10.4168103919
55.098736,4.417694,0.0000053447,0E-8,1.2249294804,10.4913999975
55.145622,5.370361,0.0000052136,0E-8,1.2249485650,10.4789947383
52.692928,4.712860,0.0000052480,0E-8,1.2220360166,9.0599533574
53.632278,5.051392,0.0000049240,0E-8,1.2235847006,10.1309113137
55.584961,4.635895,0.0000055260,0E-8,1.2254591129,10.5850239251
56.371670,4.486542,0.0000056113,0E-8,1.2261871641,10.6983125007
57.132389,5.096954,0.0000061440,0E-8,1.2270487352,10.9137487018
54.887718,6.815735,0.0000051976,0E-8,1.2248263316,10.3853984306
55.122448,5.808838,0.0000053578,0E-8,1.2248977208,10.4637734146
55.986237,4.486115,0.0000053687,0E-8,1.2258182831,10.6388121312
54.322056,6.168121,0.0000051902,0E-8,1.2242454146,10.2895450958
55.758823,6.693634,0.0000053607,0E-8,1.2256258787,10.5604108282
56.937881,5.446564,0.0000059769,0E-8,1.2268614749,10.8844954147
57.376438,5.443268,0.0000063711,0E-8,1.2273667518,11.0202417799
56.806870,4.423737,0.0000059675,0E-8,1.2266182043,10.7888495134
52.589046,6.599182,0.0000047154,0E-8,1.2221146234,8.4477388696
55.170967,6.520416,0.0000054918,0E-8,1.2249929180,10.4532136132
56.367268,5.530029,0.0000058478,0E-8,1.2261852880,10.7200432329
53.148712,5.941925,0.0000052834,0E-8,1.2238600867,8.6416548341
53.500332,5.127625,0.0000050124,0E-8,1.2235908496,10.0367881753
56.487156,6.942932,0.0000056613,0E-8,1.2264315735,10.7137837866
57.372288,4.273712,0.0000063370,0E-8,1.2271357285,10.8970088449
53.335812,4.470490,0.0000049920,0E-8,1.2231030357,10.0888691906
54.685150,5.474060,0.0000051838,0E-8,1.2244336239,10.3869673256
55.220619,5.642761,0.0000052539,0E-8,1.2250200417,10.4892474812
53.879452,6.958038,0.0000051888,0E-8,1.2246226682,10.0496143196
54.390366,5.964996,0.0000052071,0E-8,1.2242367753,10.3160555916
53.022743,6.105072,0.0000051919,0E-8,1.2235461216,8.5565770040
54.945461,5.271851,0.0000052185,0E-8,1.2247229803,10.4438674308
55.446892,5.349762,0.0000054803,0E-8,1.2252927713,10.5457842163
56.062973,6.730835,0.0000054272,0E-8,1.2259442149,10.6222334705
53.223145,4.774261,0.0000050180,0E-8,1.2232046740,9.9358389466
53.026218,5.416443,0.0000049964,0E-8,1.2229751582,9.2952001603
55.379982,4.831970,0.0000054250,0E-8,1.2252371605,10.5378632440
56.549889,5.786469,0.0000058425,0E-8,1.2263831011,10.7757322696
56.108456,4.997803,0.0000055439,0E-8,1.2259406325,10.6560440873
55.048523,4.478394,0.0000054082,0E-8,1.2248699738,10.4768580516
55.684292,5.587585,0.0000054754,0E-8,1.2254919240,10.5824638346
57.406807,6.757507,0.0000062373,0E-8,1.2275610568,11.0963471583
55.949982,5.085236,0.0000056037,0E-8,1.2257951505,10.6239491681
55.787800,5.123901,0.0000056885,0E-8,1.2256369029,10.6014219673
53.872570,4.949738,0.0000051108,0E-8,1.2236932196,10.2252515224
53.949528,5.962799,0.0000052295,0E-8,1.2240696396,10.1797377743
54.265923,6.556549,0.0000053071,0E-8,1.2243644529,10.2593640495
54.502346,5.609467,0.0000052299,0E-8,1.2242679860,10.3510697553
54.506683,4.943878,0.0000052252,0E-8,1.2242595633,10.3678777654
55.839413,4.719482,0.0000054549,0E-8,1.2256891140,10.6140299570
57.395275,4.216553,0.0000063521,0E-8,1.2271440526,10.8969052473
55.490707,6.795166,0.0000052438,0E-8,1.2254055729,10.5079999656
54.456024,6.519287,0.0000052735,0E-8,1.2244134239,10.3116729153
54.569473,4.358002,0.0000051968,0E-8,1.2243492048,10.4053147082
55.059998,4.619995,0.0000053456,0E-8,1.2248781575,10.4799705999
52.882736,4.669098,0.0000051121,0E-8,1.2226300714,9.6745354847
54.248142,4.815186,0.0000050197,0E-8,1.2240051629,10.3266166090
54.278538,5.563721,0.0000050553,0E-8,1.2240945480,10.3023602317
56.285019,5.152924,0.0000055831,0E-8,1.2261168003,10.6921486786
54.613178,6.820618,0.0000052093,0E-8,1.2246272165,10.3363457501
52.774525,4.374146,0.0000050462,0E-8,1.2224342803,9.8682413180
52.885372,6.908691,0.0000046894,0E-8,1.2230357970,8.5459523086
52.897453,5.535583,0.0000052475,0E-8,1.2227722032,8.9685599973
52.853130,6.047485,0.0000052572,0E-8,1.2231957123,8.5768728589
53.536861,4.236267,0.0000051478,0E-8,1.2232391297,10.1840968511
56.095531,6.380035,0.0000056170,0E-8,1.2258857646,10.6481297389
55.152786,4.404144,0.0000054542,0E-8,1.2249921683,10.5061156985
