xlat,xlong,qrain_avg_150.0,rainc_avg,rho_avg_150.0,wsp_avg_150.0
56.600563,5.725159,0.0000058869,0E-8,1.2264461115,10.7853497380
56.952877,4.183716,0.0000059176,0E-8,1.2267293273,10.8086559660
56.205101,5.567352,0.0000057410,0E-8,1.2260111350,10.6836565790
55.278206,5.678284,0.0000051600,0E-8,1.2250806395,10.4967514274
55.718208,5.677551,0.0000055121,0E-8,1.2255115947,10.5877657580
52.746082,5.020203,0.0000053949,0E-8,1.2226720965,8.7422986858
52.971626,4.740265,0.0000052063,0E-8,1.2228181869,9.4270848183
54.619598,4.631531,0.0000051475,0E-8,1.2243830058,10.4005952542
53.668060,5.881226,0.0000051217,0E-8,1.2240193345,10.0108399420
54.698967,5.661621,0.0000053381,0E-8,1.2244507568,10.3870440465
55.464321,5.588409,0.0000053526,0E-8,1.2252836007,10.5429346414
52.655010,6.359680,0.0000048803,0E-8,1.2228505440,8.4526135533
52.859406,4.720276,0.0000052389,0E-8,1.2225298289,9.4137653669
52.557331,4.743896,0.0000052632,0E-8,1.2223156584,8.6056942018
54.530807,4.557892,0.0000050672,0E-8,1.2242971234,10.3900488123
54.647514,5.339569,0.0000051404,0E-8,1.2243887215,10.3830653440
52.828720,4.361237,0.0000050133,0E-8,1.2224758188,9.8988337347
52.874355,4.899963,0.0000053952,0E-8,1.2225079443,9.0975275840
53.331409,6.181458,0.0000051720,0E-8,1.2239994920,8.8491870227
54.081913,5.888275,0.0000051221,0E-8,1.2240633839,10.2378791521
56.004906,4.037903,0.0000053392,0E-8,1.2258096003,10.6457269718
56.008904,4.086151,0.0000053446,0E-8,1.2258144692,10.6453695249
54.865982,4.954803,0.0000052074,0E-8,1.2246472982,10.4268258190
56.948929,4.134369,0.0000059649,0E-8,1.2267164498,10.8044642370
53.747993,5.118408,0.0000050505,0E-8,1.2236661434,10.1727421914
53.513615,6.422943,0.0000051212,0E-8,1.2242799136,9.6184542439
56.404598,5.670288,0.0000058609,0E-8,1.2262170228,10.7302687331
56.565056,6.430206,0.0000057796,0E-8,1.2264128689,10.7838103038
57.085438,6.873688,0.0000059864,0E-8,1.2270670257,10.9335044928
53.388988,6.216156,0.0000053281,0E-8,1.2241130900,8.9249084329
54.230385,5.291260,0.0000050842,0E-8,1.2240166397,10.3024315594
56.975246,5.588715,0.0000061686,0E-8,1.2269097447,10.9048437560
53.624954,4.959961,0.0000051234,0E-8,1.2235408875,10.1374531126
56.803001,6.730194,0.0000059020,0E-8,1.2267254168,10.8322127520
56.914635,4.395477,0.0000060294,0E-8,1.2267257272,10.8103276998
54.418549,4.205505,0.0000051160,0E-8,1.2242018950,10.3851024740
53.151451,6.768433,0.0000049137,0E-8,1.2243721788,8.5124918420
54.236870,4.676178,0.0000051371,0E-8,1.2239922429,10.3290370665
55.418148,6.518982,0.0000053362,0E-8,1.2252455751,10.5073596453
56.020878,4.575836,0.0000054518,0E-8,1.2258518058,10.6401966060
53.686153,6.946991,0.0000050702,0E-8,1.2246845732,9.8112529809
56.140217,4.693817,0.0000055730,0E-8,1.2259648893,10.6591430596
52.984879,5.241913,0.0000050479,0E-8,1.2230078770,9.4884840242
53.260258,6.748230,0.0000050731,0E-8,1.2246401650,8.5899700185
55.295143,4.804077,0.0000054238,0E-8,1.2251417350,10.5215087101
52.651829,6.314850,0.0000049311,0E-8,1.2226377709,8.4627888255
54.216022,5.105835,0.0000050704,0E-8,1.2239910791,10.3048069490
55.345642,5.469788,0.0000052794,0E-8,1.2251738118,10.5172849341
57.264561,4.658203,0.0000062393,0E-8,1.2271101462,10.9075036368
52.619648,4.501953,0.0000050420,0E-8,1.2223794567,9.6646504098
53.083595,6.184692,0.0000051997,0E-8,1.2236693540,8.5378755670
54.251392,5.946869,0.0000052028,0E-8,1.2241558044,10.2767300482
55.349125,5.517395,0.0000052751,0E-8,1.2251737844,10.5165472644
56.183311,6.903809,0.0000055890,0E-8,1.2261323278,10.6323906139
57.233852,4.615387,0.0000062303,0E-8,1.2270722184,10.8962846300
54.062248,4.905823,0.0000051625,0E-8,1.2238372004,10.2782024252
54.068417,5.703308,0.0000052055,0E-8,1.2240056738,10.2393710899
55.501652,5.725708,0.0000052174,0E-8,1.2253040902,10.5462751847
55.690754,6.073792,0.0000053553,0E-8,1.2254667774,10.5719555255
53.854244,4.392151,0.0000049884,0E-8,1.2235924417,10.2426747916
56.241924,6.102478,0.0000057839,0E-8,1.2260139468,10.6970372712
52.816944,4.226746,0.0000049101,0E-8,1.2223871562,9.9344723103
55.021164,4.148285,0.0000052865,0E-8,1.2248586988,10.4818447689
55.436451,6.805725,0.0000054142,0E-8,1.2253564761,10.4957342452
55.665115,4.957733,0.0000054348,0E-8,1.2255332093,10.5886936755
57.376030,4.680176,0.0000063681,0E-8,1.2272170235,10.9346651635
53.606342,4.731506,0.0000050854,0E-8,1.2234274728,10.1543947693
53.881313,4.385559,0.0000050293,0E-8,1.2236225189,10.2488226671
52.509106,5.163513,0.0000051778,0E-8,1.2224331175,8.8160099203
53.641487,4.490295,0.0000049193,0E-8,1.2233866760,10.1841177976
53.793205,6.088379,0.0000050357,0E-8,1.2241524951,10.0912214210
54.510326,6.508606,0.0000052274,0E-8,1.2244368662,10.3229750537
53.851341,5.749512,0.0000051580,0E-8,1.2239568457,10.1562465671
54.356411,5.499390,0.0000051695,0E-8,1.2241394793,10.3234429497
55.391109,6.959595,0.0000054530,0E-8,1.2253919025,10.4797562150
56.079552,6.137421,0.0000056998,0E-8,1.2258469345,10.6582129297
53.233055,6.753296,0.0000050629,0E-8,1.2246534292,8.5118048836
54.271847,5.848267,0.0000052182,0E-8,1.2241411884,10.2894510604
54.530071,4.890869,0.0000052011,0E-8,1.2242827568,10.3729494682
55.528069,5.331055,0.0000054283,0E-8,1.2253783791,10.5570573464
54.268486,5.801819,0.0000052416,0E-8,1.2241304858,10.2901432094
56.359894,4.688232,0.0000057414,0E-8,1.2261878988,10.6981040895
53.216225,6.112305,0.0000053008,0E-8,1.2238525717,8.7142148944
56.844528,4.916382,0.0000059744,0E-8,1.2267165686,10.8272273023
53.738895,6.099426,0.0000050740,0E-8,1.2241692759,10.0507289184
54.371666,6.913574,0.0000052615,0E-8,1.2245570507,10.2717165189
56.405487,4.925232,0.0000056868,0E-8,1.2262351108,10.7142224038
53.300999,6.141388,0.0000051959,0E-8,1.2239503470,8.8337910599
52.900913,5.580597,0.0000052109,0E-8,1.2228893524,8.9185272213
56.059799,5.846558,0.0000055890,0E-8,1.2258332022,10.6493317141
56.344116,4.841095,0.0000056116,0E-8,1.2261714671,10.7010210686
53.474808,4.158539,0.0000051579,0E-8,1.2231568634,10.1750922252
54.097137,4.002838,0.0000049725,0E-8,1.2238783524,10.3267688202
56.918037,4.092285,0.0000059982,0E-8,1.2266779336,10.7942252286
54.797207,6.690033,0.0000052722,0E-8,1.2246992228,10.3773567253
54.739155,4.745819,0.0000052399,0E-8,1.2245132280,10.4162844651
53.601604,6.916107,0.0000051564,0E-8,1.2246556715,9.6505279938
55.666004,4.615723,0.0000053855,0E-8,1.2255312113,10.5923495715
56.370720,5.578827,0.0000058458,0E-8,1.2261850964,10.7220366068
52.507065,5.844299,0.0000047584,0E-8,1.2222443659,8.4355375823
52.619080,4.820831,0.0000053213,0E-8,1.2225937146,8.6455077350
56.096821,5.986053,0.0000056876,0E-8,1.2258641024,10.6618768213
54.583569,5.971802,0.0000053396,0E-8,1.2243671068,10.3589328278
55.920437,4.699371,0.0000054071,0E-8,1.2257648641,10.6253761480
57.076225,4.352814,0.0000061681,0E-8,1.2268816592,10.8450728017
53.807545,4.169495,0.0000050182,0E-8,1.2235495955,10.2473862019
56.736683,6.543884,0.0000057881,0E-8,1.2266290719,10.8298123246
57.264648,6.230011,0.0000062357,0E-8,1.2273019072,11.0418563250
52.958012,6.758392,0.0000049103,0E-8,1.2215766666,8.5294117815
53.100063,6.823822,0.0000049846,0E-8,1.2243085976,8.5572795897
52.801399,4.687897,0.0000052036,0E-8,1.2223921822,9.4004923672
53.045650,6.833801,0.0000048816,0E-8,1.2242924332,8.5427273757
53.799763,4.732788,0.0000051170,0E-8,1.2235751401,10.2138052258
54.382778,6.250214,0.0000053784,0E-8,1.2242970564,10.3012602014
55.381645,6.381256,0.0000053727,0E-8,1.2251838334,10.5047960835
52.794895,5.283356,0.0000050635,0E-8,1.2228338598,9.1390959334
52.952000,4.836517,0.0000052683,0E-8,1.2227625665,9.3308680573
52.726982,6.209259,0.0000048744,0E-8,1.2232298664,8.5042214789
53.378220,4.645691,0.0000051273,0E-8,1.2232391685,10.0775649575
55.094608,4.707886,0.0000053701,0E-8,1.2249143045,10.4831640660
53.324757,5.351715,0.0000050401,0E-8,1.2234643229,9.7643525473
55.175728,4.688110,0.0000052990,0E-8,1.2250088960,10.5043088708
56.356815,5.383698,0.0000059906,0E-8,1.2261811672,10.7145525962
56.418083,5.865753,0.0000058170,0E-8,1.2262230906,10.7426395264
53.063835,5.546112,0.0000052608,0E-8,1.2231030370,8.9963595327
55.762108,5.911987,0.0000055020,0E-8,1.2255365570,10.5885915048
57.011921,6.134003,0.0000059053,0E-8,1.2269650089,10.9405017481
54.696846,4.230713,0.0000051778,0E-8,1.2244949829,10.4280078888
54.924767,4.653046,0.0000052076,0E-8,1.2247228873,10.4469812035
55.047832,5.921051,0.0000053961,0E-8,1.2248166816,10.4437856633
55.440422,6.030090,0.0000053148,0E-8,1.2252251513,10.5222970806
55.867043,5.840057,0.0000056383,0E-8,1.2256377060,10.6095363672
56.616013,6.369659,0.0000057490,0E-8,1.2264658907,10.8021872969
57.102943,4.699829,0.0000062214,0E-8,1.2269543605,10.8795673032
52.818165,6.328186,0.0000049231,0E-8,1.2226972807,8.4940426335
55.731705,5.869812,0.0000055399,0E-8,1.2255097857,10.5815264266
53.175888,5.936401,0.0000052636,0E-8,1.2238686719,8.6986629748
54.039753,4.629028,0.0000051146,0E-8,1.2237944884,10.2860285054
56.956894,4.585968,0.0000060570,0E-8,1.2267931689,10.8317770821
53.652058,4.953735,0.0000051119,0E-8,1.2235490211,10.1515109524
54.731617,4.652100,0.0000052481,0E-8,1.2245103460,10.4203836990
53.135296,5.760803,0.0000052036,0E-8,1.2235218307,8.8021053715
56.112766,4.009186,0.0000054068,0E-8,1.2259047185,10.6575898932
53.146152,4.515564,0.0000051144,0E-8,1.2229424847,9.9792450943
54.275742,4.477753,0.0000050738,0E-8,1.2240352174,10.3459744073
55.639019,4.280670,0.0000053911,0E-8,1.2254985356,10.5940619010
53.567890,4.600952,0.0000050018,0E-8,1.2233490873,10.1556690769
56.639904,6.314758,0.0000057924,0E-8,1.2264940619,10.8099155061
53.163414,6.949921,0.0000051662,0E-8,1.2246877353,8.5157887847
56.429764,6.458496,0.0000056358,0E-8,1.2262631996,10.7430484242
53.185783,6.072388,0.0000052222,0E-8,1.2238022789,8.6967476190
55.735138,4.109009,0.0000052807,0E-8,1.2255723345,10.6098101662
57.346729,6.668518,0.0000061994,0E-8,1.2274536469,11.0731327925
54.748341,6.366028,0.0000053425,0E-8,1.2245653766,10.3801862250
56.437778,6.159180,0.0000056858,0E-8,1.2262435180,10.7489448931
53.535633,5.955078,0.0000051870,0E-8,1.2240635970,9.7604691873
54.096699,4.991913,0.0000050723,0E-8,1.2238809019,10.2839041631
55.822079,6.827545,0.0000055337,0E-8,1.2257523150,10.5591730259
57.406971,4.366364,0.0000062271,0E-8,1.2271817248,10.9103130956
53.566097,5.995209,0.0000051591,0E-8,1.2240924814,9.8354988276
53.911884,4.753235,0.0000051475,0E-8,1.2236830761,10.2432771208
52.563389,5.151642,0.0000052079,0E-8,1.2224743450,8.8545291668
53.196095,5.471832,0.0000051506,0E-8,1.2231926137,9.3419206276
53.158390,5.341858,0.0000050917,0E-8,1.2232846005,9.6717974375
54.326000,4.418121,0.0000050829,0E-8,1.2240898633,10.3591029124
55.657238,5.593689,0.0000054797,0E-8,1.2254666908,10.5765715554
55.202953,4.343231,0.0000054723,0E-8,1.2250479067,10.5128187221
57.298752,4.039154,0.0000061768,0E-8,1.2270199495,10.8636267563
55.592808,4.390106,0.0000053691,0E-8,1.2254586232,10.5820269869
53.548382,4.698578,0.0000051633,0E-8,1.2233750624,10.1376770881
54.096939,6.917816,0.0000051281,0E-8,1.2245428207,10.1839531347
55.528236,6.108398,0.0000052759,0E-8,1.2253081791,10.5383464312
53.262684,6.379395,0.0000051604,0E-8,1.2241913510,8.7358430450
55.476997,4.322144,0.0000052863,0E-8,1.2253419398,10.5675521120
52.708572,4.252808,0.0000050230,0E-8,1.2222997618,9.8792341876
57.193123,6.397247,0.0000061331,0E-8,1.2272089799,11.0111505444
54.081898,4.807159,0.0000050960,0E-8,1.2238424212,10.2866324501
53.474590,4.808655,0.0000051312,0E-8,1.2234057370,10.0992388788
54.777946,4.210236,0.0000051260,0E-8,1.2245869876,10.4421089588
55.633316,6.037384,0.0000053966,0E-8,1.2254146935,10.5622015553
53.904488,4.333008,0.0000050951,0E-8,1.2236484833,10.2567964182
54.812218,6.925568,0.0000052464,0E-8,1.2248220655,10.3677061249
53.115204,4.476807,0.0000051418,0E-8,1.2228824512,9.9775230340
54.468433,5.901215,0.0000052962,0E-8,1.2242744601,10.3335213177
54.557144,4.884491,0.0000052238,0E-8,1.2243106128,10.3786074632
54.438114,6.664703,0.0000053308,0E-8,1.2244647740,10.3034235673
52.961311,5.292908,0.0000050534,0E-8,1.2229827605,9.4374590349
53.525421,4.425079,0.0000050848,0E-8,1.2232575914,10.1638629430
56.610580,6.719452,0.0000056584,0E-8,1.2265053592,10.7774439214
52.731163,5.889648,0.0000050486,0E-8,1.2232933882,8.6112478586
53.599831,6.081177,0.0000051308,0E-8,1.2241536944,9.8949400846
55.014343,6.647552,0.0000053767,0E-8,1.2248734720,10.4227370270
54.629620,5.105530,0.0000051675,0E-8,1.2243771024,10.3831176580
56.213352,6.947205,0.0000055965,0E-8,1.2261799053,10.6353041245
57.100464,6.669098,0.0000059297,0E-8,1.2270848754,10.9614395401
53.095028,4.895782,0.0000052026,0E-8,1.2228826427,9.3243735590
56.374153,5.627625,0.0000058680,0E-8,1.2261852337,10.7230602367
56.883137,4.001007,0.0000059074,0E-8,1.2266306840,10.7784947879
55.632732,5.258087,0.0000054966,0E-8,1.2254873902,10.5833838790
52.694862,6.943024,0.0000046490,0E-8,1.2217809838,8.4925373120
53.625877,4.633789,0.0000049884,0E-8,1.2234058605,10.1690238157
54.144108,4.226807,0.0000048882,0E-8,1.2239061957,10.3279283178
54.420094,5.248474,0.0000051388,0E-8,1.2241724508,10.3444275234
54.837139,5.296570,0.0000052777,0E-8,1.2246003365,10.4230677736
54.032120,4.536804,0.0000050777,0E-8,1.2237841194,10.2820554609
55.750839,4.643494,0.0000053991,0E-8,1.2256057833,10.6029586119
55.471172,5.683929,0.0000052636,0E-8,1.2252781899,10.5413135395
56.197472,6.260071,0.0000057664,0E-8,1.2259754920,10.6833296002
56.730476,6.445282,0.0000059120,0E-8,1.2266149428,10.8342442885
56.925426,4.896149,0.0000061878,0E-8,1.2267979179,10.8432971193
53.205143,6.344574,0.0000052297,0E-8,1.2241860754,8.6866707500
53.758171,6.375061,0.0000049939,0E-8,1.2243389064,10.0311556075
56.552509,4.689362,0.0000057316,0E-8,1.2263804735,10.7437070120
55.680882,5.929688,0.0000054820,0E-8,1.2254596898,10.5718118459
55.711788,4.848755,0.0000055267,0E-8,1.2255787144,10.5964184686
54.658375,4.431305,0.0000051424,0E-8,1.2244447508,10.4110582639
55.192272,6.853058,0.0000054516,0E-8,1.2251352880,10.4450902333
55.636284,5.306000,0.0000054958,0E-8,1.2254873784,10.5832039862
53.733379,4.935059,0.0000051571,0E-8,1.2235889914,10.1804024814
54.908871,5.519775,0.0000053802,0E-8,1.2246796459,10.4306304386
57.059425,6.022766,0.0000060738,0E-8,1.2270215030,10.9581238289
53.428562,4.262726,0.0000052279,0E-8,1.2231237419,10.1487407686
55.215813,6.366913,0.0000054530,0E-8,1.2250068404,10.4650016772
53.180912,4.599579,0.0000050248,0E-8,1.2230359392,9.9708300046
54.147938,6.438568,0.0000051137,0E-8,1.2242968822,10.2306382676
57.288570,5.362793,0.0000063195,0E-8,1.2272514270,10.9896202090
53.465942,5.042603,0.0000050557,0E-8,1.2235341904,10.0368823720
55.342541,5.809143,0.0000053895,0E-8,1.2251392809,10.5074365106
55.008183,6.984131,0.0000052553,0E-8,1.2250214560,10.4059399992
56.998791,5.532837,0.0000061379,0E-8,1.2269352841,10.9093845163
52.877007,5.997009,0.0000052115,0E-8,1.2234377298,8.5551921138
55.260609,4.715698,0.0000053143,0E-8,1.2251066245,10.5158836371
56.921734,4.846771,0.0000061541,0E-8,1.2267906453,10.8396831917
57.253387,6.485535,0.0000062595,0E-8,1.2272985347,11.0370206643
53.894009,6.348206,0.0000052059,0E-8,1.2242854267,10.1197343029
56.179905,6.411713,0.0000056412,0E-8,1.2259776273,10.6706833024
53.277359,4.761719,0.0000049169,0E-8,1.2232456059,9.9909181264
53.800442,5.806976,0.0000051481,0E-8,1.2239791928,10.1243751493
55.654179,4.130188,0.0000052926,0E-8,1.2255027899,10.5997395372
56.757515,6.439575,0.0000059193,0E-8,1.2266481024,10.8436251826
56.867058,6.015289,0.0000059770,0E-8,1.2267792646,10.8848379836
53.855312,6.589264,0.0000051846,0E-8,1.2244328801,10.0756945071
54.800491,5.543854,0.0000054251,0E-8,1.2245567113,10.4044069197
56.929070,6.553864,0.0000060037,0E-8,1.2268657695,10.8967727257
53.476818,5.179291,0.0000050102,0E-8,1.2236118819,9.9845880837
57.017300,5.024414,0.0000060769,0E-8,1.2269085781,10.8787652409
57.184589,6.702148,0.0000060343,0E-8,1.2272016134,10.9954912315
54.373604,5.732086,0.0000053515,0E-8,1.2241884742,10.3196612378
55.791405,5.171997,0.0000056294,0E-8,1.2256384253,10.6017553667
56.821228,4.972382,0.0000059734,0E-8,1.2266960881,10.8222910405
52.670589,6.992798,0.0000046591,0E-8,1.2216034044,8.4929904997
55.792492,5.954224,0.0000054889,0E-8,1.2255613322,10.5956932597
57.227581,5.276154,0.0000062673,0E-8,1.2271723050,10.9598582623
55.538792,4.403809,0.0000054012,0E-8,1.2254052919,10.5735407638
56.144299,4.396332,0.0000054082,0E-8,1.2259628207,10.6618025603
57.030083,4.466034,0.0000061899,0E-8,1.2268490318,10.8424575214
57.022522,5.879913,0.0000060121,0E-8,1.2269743733,10.9393663085
53.625824,6.865234,0.0000051799,0E-8,1.2246507770,9.6768838882
52.750935,6.159027,0.0000049378,0E-8,1.2231469592,8.5290582640
54.051052,4.108673,0.0000049467,0E-8,1.2238158880,10.3103315507
54.715759,6.705841,0.0000054245,0E-8,1.2246425879,10.3608420820
55.183239,4.782837,0.0000052737,0E-8,1.2250132117,10.5020235653
56.101112,4.900940,0.0000055660,0E-8,1.2259348865,10.6542242610
54.244373,4.107208,0.0000050483,0E-8,1.2240251346,10.3543360160
56.356182,4.291779,0.0000055783,0E-8,1.2261568745,10.6922450938
56.867809,4.860291,0.0000061138,0E-8,1.2267372454,10.8298748402
52.700951,6.623718,0.0000047056,0E-8,1.2220843282,8.4925587985
53.593422,5.618011,0.0000050312,0E-8,1.2238448719,9.9700644690
54.756596,5.696716,0.0000053115,0E-8,1.2245094417,10.3964728155
53.586571,6.687012,0.0000051494,0E-8,1.2244998113,9.5521924768
53.112041,6.592194,0.0000050675,0E-8,1.2236942245,8.5673916206
54.179840,6.102997,0.0000051800,0E-8,1.2241739254,10.2513567503
