windspeed; power
25,14198391907371; 2484,252995477142
25,14198391907371; 2417,638930208293
25,14198391907371; 2351,0248649394434
25,168531159243237; 2273,3084554591196
25,19507839941277; 2195,592045978796
25,19507839941277; 2128,9779807099467
25,19507839941277; 2062,363915441097
25,19507839941277; 1995,749850172248
25,2216256395823; 1918,033440691924
25,24817287975183; 1840,3170312116
25,24817287975183; 1773,7029659427506
25,24817287975183; 1707,0889006739014
25,24817287975183; 1640,474835405052
25,261446499836598; 1558,5950468454253
25,301267360090893; 1485,042016444404
25,301267360090893; 1418,4279511755549
25,301267360090893; 1351,8138859067058
25,301267360090893; 1285,1998206378566
25,31454098017566; 1200,5444460253607
25,354361840429956; 1124,2158295714707
25,354361840429956; 1057,6017643026216
25,354361840429956; 990,9876990337725
25,354361840429956; 924,3736337649234
25,367635460514723; 842,4938452052961
25,40745632076902; 763,389642698538
25,40745632076902; 696,7755774296884
25,40745632076902; 630,1615121608393
25,40745632076902; 563,5474468919901
25,43400356093855; 485,83103741166633
25,46055080110808; 408,11462793134206
25,46055080110808; 341,50056266249294
25,46055080110808; 274,8864973936438
25,46055080110808; 208,27243212479425
25,487098041277612; 130,55602264447043
25,504796201390636; 38,03648754884671
25,67292872246433; -2,6721078932278033
25,991495604498706; -2,6721078932278033
26,31006248653308; -2,6721078932278033
26,628629368567456; -2,6721078932278033
26,94719625060183; -2,6721078932278033
27,265763132636202; -2,6721078932278033
27,584330014670577; -2,6721078932278033
27,902896896704952; -2,6721078932278033
28,221463778739327; -2,6721078932278033
28,540030660773702; -2,6721078932278033
28,858597542808074; -2,6721078932278033
29,17716442484245; -2,6721078932278033
29,495731306876824; -2,6721078932278033
29,8142981889112; -2,6721078932278033
30,132865070945574; -2,6721078932278033
30,45143195297995; -2,6721078932278033
30,769998835014324; -2,6721078932278033
31,0885657170487; -2,6721078932278033
31,407132599083074; -2,6721078932278033
31,72569948111744; -2,6721078932278033
32,04426636315181; -2,6721078932278033
32,36283324518619; -2,6721078932278033
32,68140012722056; -2,6721078932278033
32,99996700925494; -2,6721078932278033
33,31853389128931; -2,6721078932278033
33,63710077332369; -2,6721078932278033
33,95566765535806; -2,6721078932278033
34,27423453739244; -2,6721078932278033
34,59280141942681; -2,6721078932278033
34,88482106129165; -2,6721078932278033
